image,model,detections,inference_time_sec
image_102_jpg.rf.ef1fc9d022f6c6e6a5013cac81f2806e.jpg,best.pt,1,0.0327
image_103_jpg.rf.16d2927b61504860b67d2c9ce9aef295.jpg,best.pt,1,0.0197
image_103_jpg.rf.342af1a218dba4badf6aaf3043f91354.jpg,best.pt,1,0.0252
image_103_jpg.rf.eee0fdc08eb694c0e2386e56623617ed.jpg,best.pt,1,0.0201
image_105_jpg.rf.613e650975452a48d192844a23063538.jpg,best.pt,1,0.0193
image_105_jpg.rf.d52750ce6d85575ca9c34d11d30cb828.jpg,best.pt,1,0.0197
image_105_jpg.rf.fd04a5fcf6f74d7095edb530f3e492e4.jpg,best.pt,1,0.0236
image_106_jpg.rf.3ad2235a267818bce2f4ecdece0cb6a7.jpg,best.pt,1,0.0311
image_106_jpg.rf.8f6f040b572776449c9a55bbd785c5b0.jpg,best.pt,1,0.0198
image_106_jpg.rf.afb5a1a0e1e7c195f3a3f61e412d0726.jpg,best.pt,1,0.0199
image_107_jpg.rf.98b189d061445b4c5e5e53fef8875942.jpg,best.pt,1,0.0201
image_107_jpg.rf.bd74bf5cf522715c9342504772a27b09.jpg,best.pt,1,0.0192
image_107_jpg.rf.f8c3982f556ee738b8426ede77bd89e7.jpg,best.pt,1,0.0193
image_108_jpg.rf.103514a4574de70bfb98bd10ab4e9dc0.jpg,best.pt,1,0.0205
image_108_jpg.rf.7ba459aa72f6519cb3490770d750e6de.jpg,best.pt,1,0.0196
image_108_jpg.rf.a6e69442df40ca951c917137987de867.jpg,best.pt,1,0.0201
image_109_jpg.rf.7b5b7e49b908e481b970955a9c718793.jpg,best.pt,1,0.0195
image_109_jpg.rf.95cc3cbe8fa013e438b99351971c2dd8.jpg,best.pt,1,0.0192
image_109_jpg.rf.e6ac44238959ebb1d0775f46cd8f98f2.jpg,best.pt,1,0.0196
image_10_jpg.rf.359034771aef741b36a2839f4676c4ed.jpg,best.pt,1,0.0194
image_10_jpg.rf.7a50fd0de2a4bba36770aa6859b04bc8.jpg,best.pt,1,0.0194
image_10_jpg.rf.a637d81cfff6ccdeb760f1ecc6111842.jpg,best.pt,1,0.0202
image_110_jpg.rf.11c26a28ea36871c47733c24c7ae9cd0.jpg,best.pt,1,0.0196
image_110_jpg.rf.215188064f4e8a563ea771b6afac36e4.jpg,best.pt,1,0.0204
image_110_jpg.rf.9d212ffd06a7914ec292ad59282285d7.jpg,best.pt,1,0.0204
image_111_jpg.rf.0b2bdbb6e9ec19d422495455575b76cf.jpg,best.pt,1,0.0197
image_111_jpg.rf.806b66b93ded8b799d591e2c612725b9.jpg,best.pt,1,0.02
image_111_jpg.rf.f4780e155b657a1cc0f9cc1ab72e489e.jpg,best.pt,1,0.0221
image_112_jpg.rf.1e20668666f474061056adbf0b63164a.jpg,best.pt,1,0.0196
image_112_jpg.rf.2ffc4954e3bb3b9485eab966b61cec17.jpg,best.pt,1,0.0197
image_112_jpg.rf.eacb42b1013a2aa371c481e783693f45.jpg,best.pt,1,0.0194
image_114_jpg.rf.ae1b6f96a4fe11684304f49bfa65152f.jpg,best.pt,1,0.0206
image_114_jpg.rf.b9734090e37ea2b9cb7da1918b33a7ee.jpg,best.pt,1,0.0201
image_114_jpg.rf.e5bf1ab7fac95cff8c2ba4920db5690b.jpg,best.pt,1,0.022
image_115_jpg.rf.49f2050ac4fee5d1e1350df6a61552fb.jpg,best.pt,1,0.021
image_115_jpg.rf.b74508e81180c4415b3e923bb23d4bbd.jpg,best.pt,1,0.0199
image_115_jpg.rf.fbcc9aecb249c8cd7510593e881ddd1b.jpg,best.pt,1,0.0203
image_116_jpg.rf.553ff3ddea3217de1dbf2eb9d1c03ed6.jpg,best.pt,1,0.0238
image_116_jpg.rf.6f6fcf3d5c2c3f8ede8680f521e9f902.jpg,best.pt,1,0.0193
image_116_jpg.rf.fe059bd46d5bc037fc92ee61fe5b9af6.jpg,best.pt,1,0.0197
image_117_jpg.rf.31dfcaf7e9e9cad313aef7cb1f699c09.jpg,best.pt,1,0.0192
image_117_jpg.rf.6bfa2ac08a0f7accc5b8bdf346171002.jpg,best.pt,1,0.0187
image_117_jpg.rf.9ec6ec652698913fd04c480c2a99b6da.jpg,best.pt,1,0.0189
image_118_jpg.rf.8999c4d1b634dbe666cfa3f9f88cbc83.jpg,best.pt,1,0.0189
image_118_jpg.rf.b2ac2f9f06494da9ed47309c16bfceed.jpg,best.pt,1,0.0188
image_118_jpg.rf.eeae839be0411b2830610b84d4c0459c.jpg,best.pt,1,0.0199
image_11_jpg.rf.73bf96682fee4b70de49f311191eae8f.jpg,best.pt,1,0.0189
image_11_jpg.rf.79d2e715a1e105679b5688ad8aca34c7.jpg,best.pt,1,0.0216
image_11_jpg.rf.aebb2d38570357d59ec4c640420dfd7a.jpg,best.pt,1,0.019
image_121_jpg.rf.22e593787926d0984c7318bdd03ea2e8.jpg,best.pt,1,0.0187
image_121_jpg.rf.a1ae4f175276a0e4a769b8e4fba6c51d.jpg,best.pt,1,0.0187
image_121_jpg.rf.f38c9ffb27db1fd956912cb5ecf086f9.jpg,best.pt,1,0.0192
image_122_jpg.rf.604abbdef7b8ca13e20b74765ba77423.jpg,best.pt,1,0.0189
image_122_jpg.rf.e5ec0924847d551efbab69be884f7af9.jpg,best.pt,1,0.0187
image_122_jpg.rf.fc97acaf3f4bc8206d841f37c9b640ea.jpg,best.pt,1,0.0188
image_123_jpg.rf.2a8efdefd497c1020169a3004d5b5fb9.jpg,best.pt,1,0.0196
image_123_jpg.rf.3936c8a05fb9f828841575656936b139.jpg,best.pt,1,0.0193
image_123_jpg.rf.4b876989d9cd023039d221e290a390e0.jpg,best.pt,1,0.0188
image_124_jpg.rf.17d4b4b42634b5a4e81e43edfc7d4815.jpg,best.pt,1,0.0187
image_124_jpg.rf.262af7374f4f1fc6142b51dfe35302a0.jpg,best.pt,1,0.0186
image_124_jpg.rf.61482729a4c2339178b419d3c7085e06.jpg,best.pt,1,0.0187
image_125_jpg.rf.43c2b03bde8066bd65674164d3a3cffe.jpg,best.pt,1,0.0187
image_125_jpg.rf.532b66285b55f21d59523e3ce1886e59.jpg,best.pt,1,0.019
image_125_jpg.rf.f95a48716e77d2999193838b1b8f6322.jpg,best.pt,1,0.0182
image_126_jpg.rf.48c9c3793b9c309b4ecf1c8450389c4b.jpg,best.pt,1,0.0191
image_126_jpg.rf.bc268d3140a0b27152341a66fa6038a4.jpg,best.pt,1,0.0189
image_126_jpg.rf.fe56c41abf0209e66dd59d8e9e5f3705.jpg,best.pt,1,0.0183
image_127_jpg.rf.5119dafe4456f5734e05d1922610838f.jpg,best.pt,1,0.0182
image_127_jpg.rf.86f4daf7a71ad17b1845075b69a0ed68.jpg,best.pt,1,0.019
image_127_jpg.rf.aef00eefb76358ed33190619406eee77.jpg,best.pt,1,0.0185
image_128_jpg.rf.50992f051f08142c8156f61adb1bd36b.jpg,best.pt,1,0.0186
image_128_jpg.rf.890c658bb022adbb1d88b406eb0494ff.jpg,best.pt,1,0.0185
image_128_jpg.rf.b727a342966fea13c2d36123bc627586.jpg,best.pt,1,0.0181
image_12_jpg.rf.78f7f54845e1bd2023bc969118043ee2.jpg,best.pt,1,0.0185
image_12_jpg.rf.7dc5f7db67f432bec595fa5506542d9a.jpg,best.pt,1,0.0187
image_12_jpg.rf.d95c1507b4a72d84986db71485e5d58a.jpg,best.pt,1,0.0183
image_130_jpg.rf.966aba7ad0fcd639f0b903aff2880e07.jpg,best.pt,1,0.0185
image_130_jpg.rf.977a74c8df7a8406769c18365b6de0af.jpg,best.pt,1,0.0184
image_130_jpg.rf.998795b8ca736f6da1e40ee0bdacc468.jpg,best.pt,1,0.0181
image_131_jpg.rf.6da869e9363331b1eacb4aa18f412509.jpg,best.pt,1,0.0186
image_131_jpg.rf.a2bc44ce711067095c3ae66a6594e1e2.jpg,best.pt,1,0.0182
image_131_jpg.rf.bea4ac268228dd6fc633b1d52607fc86.jpg,best.pt,1,0.0182
image_133_jpg.rf.0ac7e311bd55f84a71db3828c1493b24.jpg,best.pt,1,0.0182
image_133_jpg.rf.1ca40939219baecdd686a98f089ee9d3.jpg,best.pt,1,0.0178
image_133_jpg.rf.62b756d5a695a2025ac07a7f204141ef.jpg,best.pt,1,0.018
image_134_jpg.rf.63ccca18c540bbef05e619fd0bb68d5d.jpg,best.pt,1,0.0181
image_134_jpg.rf.9c55d191add148712104302441146dac.jpg,best.pt,1,0.0178
image_134_jpg.rf.fdb3dcc55480cd3c0377d718c90b4219.jpg,best.pt,1,0.0181
image_135_jpg.rf.072c2a994a2a02aa8fd70c494e2dd1b2.jpg,best.pt,1,0.0184
image_135_jpg.rf.4c0d5b49ee7af8b48e518ce6cb10f500.jpg,best.pt,1,0.0179
image_135_jpg.rf.9656794defed56af5318af3d141179a4.jpg,best.pt,1,0.0188
image_136_jpg.rf.69170210dae24913ab3867a1199a35e6.jpg,best.pt,1,0.0182
image_136_jpg.rf.d33cc46500ff94c49824b491a60129a2.jpg,best.pt,1,0.0181
image_136_jpg.rf.f38c4144643ea2ba43a7b22dccd53a65.jpg,best.pt,1,0.0188
image_137_jpg.rf.07f0399983b23e6759edb257d8410a31.jpg,best.pt,1,0.0185
image_137_jpg.rf.2ddd856741441ca48f45306de4514b5b.jpg,best.pt,1,0.0282
image_137_jpg.rf.74083bfd0678ab97bb6b1a420dde50f9.jpg,best.pt,1,0.0182
image_139_jpg.rf.0c6a6c9eceaa92e7220dd14ee4103587.jpg,best.pt,1,0.0182
image_139_jpg.rf.69a8dc994fd53cde31c79b44f5daf4b1.jpg,best.pt,1,0.0186
image_139_jpg.rf.bd5a1bb5d061329d8a79c9ef22bda9d6.jpg,best.pt,1,0.0191
image_13_jpg.rf.54e6bf7a10383b16ac4c2d36a0f3cb74.jpg,best.pt,1,0.021
image_13_jpg.rf.ca0d78dcda8ee631ea5ecdca83ba2d3c.jpg,best.pt,1,0.0198
image_13_jpg.rf.efc7994be7498afaa1ad2d6015d0d5c5.jpg,best.pt,1,0.0197
image_141_jpg.rf.9d4604eb85a6fd3757d4e7dd5ec71069.jpg,best.pt,1,0.0186
image_141_jpg.rf.a1cfe8ada3037cbe04fadac9be2fecf1.jpg,best.pt,1,0.0183
image_141_jpg.rf.e20012fb0f1543622ae38774e8ae68ff.jpg,best.pt,1,0.0183
image_143_jpg.rf.4ef170463a347b84e36062b7a9875632.jpg,best.pt,1,0.0182
image_143_jpg.rf.9c704784f048070997b2743d52c0133c.jpg,best.pt,1,0.0181
image_143_jpg.rf.a5466a9e2a302372dd0b4a2f4515bd67.jpg,best.pt,1,0.0187
image_144_jpg.rf.4b84e35791b9cb7219866d446f795ac8.jpg,best.pt,1,0.0198
image_144_jpg.rf.824357a4bd2805f5da8e0b6dd2660e93.jpg,best.pt,1,0.0188
image_144_jpg.rf.f74c6b420285cd134b9c04ccff2225f2.jpg,best.pt,1,0.0245
image_145_jpg.rf.311c17ec191cb1768330c7d9d9fca2cd.jpg,best.pt,1,0.0182
image_145_jpg.rf.3e196f730c4ea0c91c1c5cbc701cfea5.jpg,best.pt,1,0.0182
image_145_jpg.rf.e3deea96f174393c65c9052b7061590f.jpg,best.pt,1,0.018
image_146_jpg.rf.ca89a2d16e55f7e82eac2207b9836068.jpg,best.pt,1,0.0184
image_146_jpg.rf.d9b16a92bc38e7ae5fdc39420926dcac.jpg,best.pt,1,0.0237
image_147_jpg.rf.43d67512475012a5cbbf930db23ef49a.jpg,best.pt,1,0.0193
image_147_jpg.rf.840af0ef7f2fad140deeba56ee0a4ee7.jpg,best.pt,1,0.0187
image_147_jpg.rf.8505f6ff8e4a58fe5cc14325efeaae02.jpg,best.pt,1,0.0189
image_149_jpg.rf.20bdcfa7ad25513e104a60d604e7cf18.jpg,best.pt,1,0.0183
image_149_jpg.rf.e4dc4f72ce755b1b55fa3976d85e8e24.jpg,best.pt,1,0.0183
image_149_jpg.rf.f93344b1b3d3ec8b0874618c7005524c.jpg,best.pt,1,0.0185
image_14_jpg.rf.1d697acd9ad555b71e4b1a9f2004cee9.jpg,best.pt,1,0.0185
image_14_jpg.rf.6474b59a376e196d11be493f86b062ba.jpg,best.pt,1,0.0185
image_14_jpg.rf.ab8ccbab83cecdd8fd5d06cfbe8cc2a3.jpg,best.pt,1,0.0191
image_152_jpg.rf.0d24a5c644efb9fb7f5b68dd9f0dce95.jpg,best.pt,1,0.0188
image_152_jpg.rf.11d8f5e4e635c07c260d703f4536b35a.jpg,best.pt,1,0.0186
image_152_jpg.rf.eb599d11c451c8968688f450ecfd05dc.jpg,best.pt,1,0.0186
image_153_jpg.rf.051baf101b260c883bb91d737e9b9191.jpg,best.pt,1,0.0184
image_153_jpg.rf.8a03a4c8c69dd2b1c977e7e5c17e93cf.jpg,best.pt,1,0.0203
image_153_jpg.rf.bb206650e41e293c174bc4d30faf217c.jpg,best.pt,1,0.0225
image_154_jpg.rf.802b82c024a79334f5f185536249f83e.jpg,best.pt,1,0.0237
image_154_jpg.rf.eee59402c202c43a820f314cd4a96116.jpg,best.pt,1,0.0218
image_154_jpg.rf.fc161912266b9aa61d908352227144d8.jpg,best.pt,1,0.0191
image_155_jpg.rf.1ed203694c4b382e6cd07600c4b98ab7.jpg,best.pt,1,0.0237
image_155_jpg.rf.4cb75b6e8624a80428b4be901dbbd023.jpg,best.pt,1,0.0199
image_155_jpg.rf.bed58a67deb81dc21315f8a3e6a2eb8d.jpg,best.pt,1,0.0228
image_156_jpg.rf.9c39e3a6dec601d5c271aee0b81f2a86.jpg,best.pt,1,0.0191
image_156_jpg.rf.a89a643129643c396d5b63ff0fcc6741.jpg,best.pt,1,0.0196
image_156_jpg.rf.fafc449a3ea1cd6eb2e5a383077c28f7.jpg,best.pt,1,0.019
image_158_jpg.rf.77c0946b439447a1dd58957f53fffbd9.jpg,best.pt,1,0.0186
image_158_jpg.rf.850a960d40544da804427e0ac4ff0bbb.jpg,best.pt,1,0.0216
image_158_jpg.rf.fec0b1fad9d94807ac349c56bf92911a.jpg,best.pt,1,0.0264
image_159_jpg.rf.47fb09283743cd900e3cfcccab5fb187.jpg,best.pt,1,0.0248
image_159_jpg.rf.60bce20d9fc36e719f78968f7791e406.jpg,best.pt,1,0.0192
image_159_jpg.rf.f95d4b145fe24e2e5840e13bc672e74d.jpg,best.pt,1,0.019
image_15_jpg.rf.3805dc66747fc9227c1c0c0025bdfafe.jpg,best.pt,1,0.0205
image_15_jpg.rf.5986efb8ca2b0a1f673d29a731bbfba7.jpg,best.pt,1,0.0191
image_15_jpg.rf.c10d96b87154e10d296e18c0d4ee33f4.jpg,best.pt,1,0.0207
image_160_jpg.rf.5c10958ed8a571a90a6416542f726260.jpg,best.pt,1,0.0193
image_160_jpg.rf.c777dd9c16e692edf62c29097e3686d8.jpg,best.pt,1,0.0254
image_160_jpg.rf.fa31f68431e398e6cc039a7d8cb48ada.jpg,best.pt,1,0.0228
image_162_jpg.rf.04634cb7875bccf2cba08731e1784692.jpg,best.pt,1,0.0228
image_162_jpg.rf.a16c651ba37982268539fbcdc6ddfa6b.jpg,best.pt,1,0.0188
image_162_jpg.rf.e8ff6bd17e461132f7d766a5e4f1e631.jpg,best.pt,1,0.0247
image_163_jpg.rf.6b1187c75598c8a7f5275a72349c5e01.jpg,best.pt,1,0.0186
image_163_jpg.rf.a383aca9be53bb583b8ddde88e77479c.jpg,best.pt,1,0.0188
image_163_jpg.rf.eb0cb3c0ee524e54e15c67e53bea6aa2.jpg,best.pt,1,0.0198
image_164_jpg.rf.4223350b652c27c6726d44f10b271475.jpg,best.pt,1,0.0186
image_164_jpg.rf.49b0c87c9498792741143b8dc903f5d4.jpg,best.pt,1,0.0182
image_164_jpg.rf.a91d7c45895bc4310032f1ce68c0cd3f.jpg,best.pt,1,0.0186
image_165_jpg.rf.16b0ad265ba580cbc3d42c94235b89c4.jpg,best.pt,1,0.0185
image_165_jpg.rf.ab32af732238f3de723c94fd95dff0e3.jpg,best.pt,1,0.0183
image_165_jpg.rf.f264759b9fafe0bcd0b5608f2f89771a.jpg,best.pt,1,0.0393
image_166_jpg.rf.51db3b02aaec5813fc6e63f396d1c433.jpg,best.pt,1,0.0214
image_166_jpg.rf.7428bb711a973e3ee5dd631a5f36b4d4.jpg,best.pt,1,0.0189
image_166_jpg.rf.80a0ed5310fc11dcfb677b84bc0ca7d7.jpg,best.pt,1,0.0189
image_167_jpg.rf.1c2585541767f43cb56ae90c0c5a8584.jpg,best.pt,1,0.0184
image_167_jpg.rf.a635ee8033cc2134c624d153579e6f8b.jpg,best.pt,1,0.0184
image_167_jpg.rf.ef954674e78273b88ba4a2d6cc966fb4.jpg,best.pt,1,0.0187
image_169_jpg.rf.193c8aa0ac89a765855733d90bce937a.jpg,best.pt,1,0.0193
image_169_jpg.rf.62744126cb43d5aacec789b7f3c3b174.jpg,best.pt,1,0.0191
image_169_jpg.rf.c03f8b5845a1c09620460bd5aafd1921.jpg,best.pt,1,0.021
image_16_jpg.rf.5af171889a1a452417857b5832571771.jpg,best.pt,1,0.019
image_16_jpg.rf.66b587fbd840a020f4e232f4f24fa6ed.jpg,best.pt,1,0.0191
image_16_jpg.rf.c676c836774ba22b8fd324ad06b872a2.jpg,best.pt,1,0.0184
image_170_jpg.rf.ac6c1d79ffcc478acd844425897faacc.jpg,best.pt,1,0.0193
image_170_jpg.rf.d7e4f96dcb7e27968262f7ebe58d30e8.jpg,best.pt,1,0.0186
image_170_jpg.rf.ebab6bfb18ebc99fe18b5b58a8d2f5da.jpg,best.pt,1,0.0189
image_171_jpg.rf.1f182503674d8c1adecb58108c3e4515.jpg,best.pt,1,0.0188
image_171_jpg.rf.674cdfafcc528bad48bdbd023843d57e.jpg,best.pt,1,0.0195
image_171_jpg.rf.80180a28c9585b1184616a2fb68ac15f.jpg,best.pt,1,0.0195
image_172_jpg.rf.04de6e843b85eabf74e0c4ba6bc48b8a.jpg,best.pt,1,0.0244
image_172_jpg.rf.303072c66208ce1e45458f10e63d82f2.jpg,best.pt,1,0.0187
image_172_jpg.rf.f4361fd51cc56424ead56366305f0096.jpg,best.pt,1,0.0242
image_175_jpg.rf.304ee2c94ba1d177559aeba046488331.jpg,best.pt,1,0.0189
image_175_jpg.rf.54f29e7a7b11ea3567944f1cc8684b9a.jpg,best.pt,1,0.0191
image_175_jpg.rf.ce675a5e513e3284f0a7541e09ea5404.jpg,best.pt,1,0.019
image_176_jpg.rf.3de45c114e28f65850ef5cc51bc76fa5.jpg,best.pt,1,0.0225
image_176_jpg.rf.47e2a82843167be05b8f3248fe3ab683.jpg,best.pt,1,0.0281
image_176_jpg.rf.8ad577ae91f3405bc8a87cf61d1e3f70.jpg,best.pt,1,0.0193
image_177_jpg.rf.a7e31eedaa5b6a18c692b850870a3a17.jpg,best.pt,1,0.0192
image_177_jpg.rf.c95e3e0d6bd7b5b25423f0d7b335b48b.jpg,best.pt,1,0.0197
image_177_jpg.rf.ca330e821867fd2f1ec96336063b1b05.jpg,best.pt,1,0.0186
image_178_jpg.rf.1a1f157c287fca40cdefbfbd6291d908.jpg,best.pt,1,0.0181
image_178_jpg.rf.5a45a53386986f26ad01422cee7f1d7a.jpg,best.pt,1,0.0183
image_178_jpg.rf.e7d72ebab4b17bd45a443559919414b4.jpg,best.pt,1,0.0188
image_179_jpg.rf.2f3b70311eff0c2bc94e117f07823c9a.jpg,best.pt,1,0.0191
image_179_jpg.rf.7c24d0b08c8504c8d52933eb6a4567c0.jpg,best.pt,1,0.0211
image_179_jpg.rf.98ca5701b6b46bdc94c3b073b3474fe4.jpg,best.pt,1,0.0213
image_180_jpg.rf.234c85a39a3e98128fa6a1e26547a102.jpg,best.pt,1,0.0235
image_180_jpg.rf.7612e63a0df869b57eb25b144a6066f3.jpg,best.pt,1,0.026
image_180_jpg.rf.8a71efa123950efff8bc216e559523db.jpg,best.pt,1,0.0185
image_181_jpg.rf.40b9e674bc295dced420a6bab4b8cea3.jpg,best.pt,1,0.0191
image_181_jpg.rf.45cc5d5450f3abdd7b91db4b997ca112.jpg,best.pt,1,0.0185
image_181_jpg.rf.ba534b6c9b7590dcd92f9e9b404f7d6b.jpg,best.pt,1,0.0189
image_182_jpg.rf.1bd9b2c11769864f31eae661242c821b.jpg,best.pt,1,0.0184
image_182_jpg.rf.72a61ef8f35da1cea117737835948032.jpg,best.pt,1,0.0193
image_182_jpg.rf.77ea42be5f388dbdc3654d7a49c087d6.jpg,best.pt,1,0.0181
image_185_jpg.rf.0af79ff2ab2214483890c763cebf4e7e.jpg,best.pt,1,0.0183
image_185_jpg.rf.3ae30ecd256ba10858810d64a465a049.jpg,best.pt,1,0.0189
image_185_jpg.rf.b9b841aaace936d97bf7aa42758dfda7.jpg,best.pt,1,0.019
image_187_jpg.rf.647745bfd625cd6fb4b6a330c6f27065.jpg,best.pt,1,0.019
image_187_jpg.rf.796906206f00abb64b7a070769898c83.jpg,best.pt,1,0.0184
image_187_jpg.rf.ebaa91b1e379cd1b53adc586b8d5caf2.jpg,best.pt,1,0.0184
image_188_jpg.rf.62794292812afc228ede2509f19618f9.jpg,best.pt,1,0.0189
image_188_jpg.rf.b84019cae4c465e6f17dc13e5d81f28f.jpg,best.pt,1,0.0192
image_188_jpg.rf.f4c452a0a1f318dbfda4dc9f9db5761a.jpg,best.pt,1,0.0197
image_235_jpg.rf.17f1fdb0e287d308af88adc8462876b3.jpg,best.pt,1,0.0189
image_235_jpg.rf.98aaed664a24d4912ac036fc2e6daf0c.jpg,best.pt,1,0.0189
image_235_jpg.rf.dd409dd854cf5fb1f85acbed4a287858.jpg,best.pt,1,0.0187
image_292_jpg.rf.2e26e9ce6b8822db1586970c19604271.jpg,best.pt,1,0.0193
image_292_jpg.rf.6e665805d170b8b1e524d4ebab80992e.jpg,best.pt,1,0.0184
image_292_jpg.rf.97a31b6f85775cade11a832b5ef94b3f.jpg,best.pt,1,0.0251
image_294_jpg.rf.0f13b8374d8d389f524d3240c6281748.jpg,best.pt,1,0.0256
image_294_jpg.rf.8b152d5ab8c16f5220ca91598a493a46.jpg,best.pt,1,0.019
image_294_jpg.rf.c9ed450a6e0b22635f66a1d7bef23144.jpg,best.pt,1,0.0195
image_298_jpg.rf.31d224bd72daed75a897e2c7c6a4541e.jpg,best.pt,1,0.0178
image_298_jpg.rf.64361773d103343ef715b8f0f05d9151.jpg,best.pt,1,0.0183
image_298_jpg.rf.e8c3e66b5b6e559f371edbffea56144b.jpg,best.pt,1,0.0185
image_299_jpg.rf.0b2596b08e9f5b390f501fbf2d984a58.jpg,best.pt,1,0.0182
image_299_jpg.rf.229a775d9b6209b00f2ffcfc6b5dc3ee.jpg,best.pt,1,0.0185
image_299_jpg.rf.9dfdb10f3ddbbcee33d2e10d857ea21e.jpg,best.pt,1,0.0184
image_29_jpg.rf.05875c58e9394db95c232b18d95f5205.jpg,best.pt,1,0.0186
image_29_jpg.rf.2cecd28e1a2ca5ddebe090c7138b714b.jpg,best.pt,1,0.0182
image_29_jpg.rf.d6ec847b54d5966b3e725eb58abc63cb.jpg,best.pt,1,0.0186
image_304_jpg.rf.450c1604a4ec2a4b36d6a31503313740.jpg,best.pt,1,0.0186
image_304_jpg.rf.a2f67195236a314d8372514c60f1c89b.jpg,best.pt,1,0.0184
image_304_jpg.rf.e3b8fbead48e55112f34d9c40c26c8f8.jpg,best.pt,1,0.0189
image_307_jpg.rf.6da054525cce90af42316426636716d4.jpg,best.pt,1,0.0191
image_307_jpg.rf.83c588a490a379e1ece976baadd2e5f0.jpg,best.pt,1,0.019
image_307_jpg.rf.96f0012364d55be0c0de43f60b07ada9.jpg,best.pt,1,0.019
image_30_jpg.rf.35d3cf4587f265187d47fcf4cb90e838.jpg,best.pt,1,0.0188
image_30_jpg.rf.8c90dfbc2e4014c0a5e5027cb53d44cc.jpg,best.pt,1,0.0185
image_30_jpg.rf.add64f8779b71aa27f68f5ea0a28693b.jpg,best.pt,1,0.0194
image_312_jpg.rf.1068386fae86951279e2421bd769d646.jpg,best.pt,1,0.0192
image_312_jpg.rf.7f772fd5f7985838a9827d100bce403a.jpg,best.pt,1,0.0181
image_312_jpg.rf.d9a8103becb1b7a25a4c313f8df71ba9.jpg,best.pt,1,0.021
image_315_jpg.rf.0de6afab3e8a5490fbd6dceded130cd2.jpg,best.pt,1,0.0182
image_315_jpg.rf.67e5923f7382289e1412007a4eb16d97.jpg,best.pt,1,0.0182
image_315_jpg.rf.8d3f15c5bd556af3fc0453ad9029acb8.jpg,best.pt,1,0.0184
image_316_jpg.rf.1f7774a4be9de75b285c28f206aa9a8c.jpg,best.pt,1,0.0184
